"absent3","Has been absent from class three or more times","Opuścił(a) trzy lub więcej lekcji"
"awardmonth","Has been awarded student of the month","Otrzymał(a) wyróżnienie ucznia miesiąca"
"awardweek","Has been awarded student of the week","Otrzymał(a) wyróżnienie ucznia tygodnia"
"academicprobation","Has been given academic probation","Otrzymał(a) czas na poprawę stopni"
"tutoring","Has been recommended for tutoring","Zalecono mu/jej dodatkowe lekcje"
"lowergrade","Has dropped by one letter grade in class","Opuścił(a) się w nauce o jeden stopień"
"extracredit","Has an extra credit assignment","Otrzymał(a) dodatkowe zadanie na poprawę stopnia"
"gradingsheet","Has had a grading sheet sent home","Otrzymał(a) arkusz ocen do pokazania w domu"
"reportcard","Has had a report card sent home","Otrzymał(a) wykaz postępów w nauce do pokazania w domu"
"bettergrade","Has improved by one letter grade in class","Poprawił(a) się w nauce o jeden stopień"
"workedhard","Has worked hard and is improving performance","Ciężko pracował(a) i uzyskuje lepsze wyniki"
"helped","Helped the teacher","Pomógł/pomogła nauczycielowi"
"improved-algebra","Improved algebra skills","Nabrał(a) biegłości w algebrze"
"improved-geometry","Improved geometry skills","Nabrał(a) biegłości w geometrii"
"improved-handwriting","Improved handwriting skills","Nabrał(a) biegłości w kaligrafii"
"improved-language","Improved language skills","Nabrał(a) biegłości językowej"
"improved-math","Improved math skills","Nabrał(a) biegłości w matematyce"
"improved-spelling","Improved spelling skills","Nabrał(a) biegłości w ortografii"
"topperformer","Is a top performer in class","Osiąga najlepsze wyniki w klasie"
"riskgraduating","Is at risk of not graduating","Istnieje ryzyko, iż nie ukończy szkoły"
"riskgraduatingmeeting","Is at risk of not graduating. Please schedule a meeting.","Istnieje ryzyko, iż nie ukończy szkoły. Prosimy o umówienie się na spotkanie."
"failing","Is currently in danger of failing or is failing","Istnieje ryzyko, iż nie zaliczy lub aktualnie nie zaliczył(a)"
"grade-a","Is earning a grade of A in class","Otrzymuje ocenę A z zajęć"
"grade-b","Is earning a grade of B in class","Otrzymuje ocenę B z zajęć"
"grade-c","Is earning a grade of C in class","Otrzymuje ocenę C z zajęć"
"grade-d","Is earning a grade of D in class","Otrzymuje ocenę D z zajęć"
"grade-f","Is earning a grade of F in class","Otrzymuje ocenę F z zajęć"
"leftclass","Left class without permission","Bez zezwolenia opuścił(a) zajęcia w klasie"
"losttextbook","Lost one or more textbooks","Zgubił(a) jeden lub kilka podręczników"
"madenoises","Made inappropriate noises during a test","Podczas sprawdzianu głośno się zachowywał(a)"
"saturdayschool","Must attend Saturday school","Musi uczęszczać na zajęcia w soboty"
"test-friday","Must study for Friday's test","Musi przygotować się do sprawdzianu w piątek"
"test-monday","Must study for Monday's test","Musi przygotować się do sprawdzianu w poniedziałek"
"test-nextfriday","Must study for next Friday's test","Musi przygotować się do sprawdzianu w przyszły piątek"
"test-nextmonday","Must study for next Monday's test","Musi przygotować się do sprawdzianu w przyszły poniedziałek"
"test-nextthurday","Must study for next Thursday's test","Musi przygotować się do sprawdzianu w przyszły czwartek"
"test-nexttuesday","Must study for next Tuesday's test","Musi przygotować się do sprawdzianu w przyszły wtorek"
"test-nextwednesday","Must study for next Wednesday's test","Musi przygotować się do sprawdzianu w przyszłą środę"
"test-thursday","Must study for Thursday's test","Musi przygotować się do sprawdzianu w czwartek"
"test-tomorrow","Must study for tomorrow's test","Musi przygotować się do jutrzejszego sprawdzianu "
"test-tuesday","Must study for Tuesday's test","Musi przygotować się do sprawdzianu we wtorek"
"test-wednesday","Must study for Wednesday's test","Musi przygotować się do sprawdzianu w środę"
"fillplaner","Needs to fill out the daily planner","Musi wypełniać terminarz"
"supplies","Needs to have supplies out and ready at the start of class","Musi mieć gotowe przybory przed rozpoczęciem zajęć"
"improve-algebra","Needs to improve handwriting skills","Musi poprawić umiejętności z zakresu kaligrafii"
"improve-language","Needs to improve language skills","Musi poprawić umiejętności językowe"
"improve-math","Needs to improve math skills","Musi poprawić umiejętności z zakresu matematyki"
"improve-organizational","Needs to improve organizational skills","Musi poprawić umiejętności organizacyjne"
"improve-spelling","Needs to improve spelling skills","Musi poprawić umiejętności z zakresu ortografii"
"studytest","Needs to study for a test or quiz","Musi przygotować się do sprawdzianu lub testu"
"takenotes","Needs to take better notes in class","Musi robić lepsze notatki z zajęć w klasie"
"wrokbetter","Needs to work better with others on a team","Musi poprawić umiejętności z zakresu pracy zespołowej w grupie"
"participated","Participated well in class","Brał(a) udział w zajęciach w klasie"
"testgrade-a","Received a grade of A on a test or quiz","Otrzymał(a) ocenę A ze sprawdzianu lub testu"
"testgrade-b","Received a grade of B on a test or quiz","Otrzymał(a) ocenę B ze sprawdzianu lub testu"
"testgrade-c","Received a grade of C on a test or quiz","Otrzymał(a) ocenę C ze sprawdzianu lub testu"
"testgrade-d","Received a grade of D on a test or quiz","Otrzymał(a) ocenę D ze sprawdzianu lub testu"
"testgrade-f","Received a grade of F on a test or quiz","Otrzymał(a) ocenę F ze sprawdzianu lub testu"
"lowtestscore","Received a low test score","Otrzymał(a) niską ocenę ze sprawdzianu"
"conferenceasap","Requires that a parent-teacher conference be scheduled as soon as possible. Please contact the teacher.","Konieczne jest jak najszybsze zorganizowanie spotkania z rodzicami. Prosimy o kontakt z nauczycielem."
"conference","Requires that a parent-teacher conference be scheduled. Please contact the teacher.","Konieczne jest zorganizowanie spotkania z rodzicami. Prosimy o kontakt z nauczycielem."
"scoreperfect","Scored perfectly on the test","Otrzymał(a) doskonalą ocenę ze sprawdzianu"
"scoreverywell","Scored very well on the test","Otrzymał(a) bardzo dobrą ocenę ze sprawdzianu"
"scorewell","Scored well on the test","Otrzymał(a) dobrą ocenę ze sprawdzianu"
"shared","Shared well with others","Dzielił(a) się z innymi"
"academicimprovement","Showed improvement in academic achievement","Poprawił(a) się w zakresie osiągnięć naukowych"
"behaviorimprovement","Showed improvement in behavior","Wykazał(a) poprawę w zachowaniu"
"improvement","Showed improvement in behavior and academic achievement","Wykazał(a) poprawę w zachowaniu i osiągnięciach naukowych"
"slept","Slept in class today","Spał(a) dzisiaj podczas lekcji"
"focused","Stays focused","Zachowuje skupienie"
"focusedorganized","Stays focused and organized","Zachowuje skupienie i jest dobrze zorganizowany(-a)"
"organized","Stays organized","Jest dobrze zorganizowany(-a)"
"goodnoted","Takes good notes","Robi dobre notatki"
"mobile","Used a mobile phone or other electronic device inappropriately","W nieodpowiedni sposób korzystał(a) z telefonu komórkowego lub innego urządzenia elektronicznego"
"badlanguageclass","Used inappropriate language in class","Podczas zajęć nieodpowiednio się wyrażał(a)"
"badlanguagecampus","Used inappropriate language on campus","Nieodpowiednio się wyrażał(a) na terenie szkoły"
"profanityclass","Used profanity in class ","Przeklinał(a) podczas lekcji "
"profanitycampus","Used profanity on campus ","Przeklinał(a) na terenie szkoły "
"pleasureclass","Was a pleasure to have in class","Miło prowadzić zajęcia z takim uczniem"
"absent","Was absent","Był(a) nieobecny(-a)"
"absentmakeup","Was absent and needs to complete make up work","Był(a) nieobecny(-a) i musi nadrobić zaległości"
"assignedproject","Was assigned a project, please check the due date with your child","Otrzymał(a) projekt do wykonania, proszę sprawdzić termin oddania"
"assigneddetention","Was assigned detention","Został(a) zatrzymany(-a) w szkole po godzinach"
"homeworkdue-friday","Was assigned homework that is due Friday","Otrzymał(a) pracę domową z terminem oddania w piątek"
"homeworkdue-monday","Was assigned homework that is due Monday","Otrzymał(a) pracę domową z terminem oddania w poniedziałek"
"homeworkdue-nextfriday","Was assigned homework that is due next Friday","Otrzymał(a) pracę domową z terminem oddania w przyszły piątek"
"homeworkdue-nextmonday","Was assigned homework that is due next Monday","Otrzymał(a) pracę domową z terminem oddania w przyszły poniedziałek"
"homeworkdue-nextthursday","Was assigned homework that is due next Thursday","Otrzymał(a) pracę domową z terminem oddania w przyszły czwartek"
"homeworkdue-nexttuesday","Was assigned homework that is due next Tuesday","Otrzymał(a) pracę domową z terminem oddania w przyszły wtorek"
"homeworkdue-nextwednesday","Was assigned homework that is due next Wednesday","Otrzymał(a) pracę domową z terminem oddania w przyszłą środę"
"homeworkdue-thursday","Was assigned homework that is due Thursday","Otrzymał(a) pracę domową z terminem oddania w czwartek"
"homeworkdue-tomorrow","Was assigned homework that is due tomorrow","Otrzymał(a) pracę domową z terminem oddania jutro"
"homeworkdue-tuesday","Was assigned homework that is due Tuesday","Otrzymał(a) pracę domową z terminem oddania we wtorek"
"homeworkdue-wednesday","Was assigned homework that is due Wednesday","Otrzymał(a) pracę domową z terminem oddania w środę"
"disrispectfulclassmates","Was disrespectful to classmates","Zachował(a) się obraźliwie w stosunku do kolegów z klasy"
"disrispectfulteacher","Was disrespectful to the teacher","Zachował(a) się obraźliwie w stosunku do nauczyciela"
"disruptiveevent","Was disruptive during a school event","Przeszkadzał(a) podczas wydarzenia szkolnego"
"disruptiveclass","Was disruptive in class","Przeszkadzał(a) podczas zajęć w klasie"
"disruptivefieldtrip","Was disruptive on the field trip","Przeszkadzał(a) podczas wycieczki szkolnej"
"classpresident","Was elected class president","Został(a) wybrany na gospodarza klasy"
"homeworkassignment","Was given a homework assignment","Otrzymał(a) pracę domową"
"importantform","Was given an important form which must be returned","Otrzymał(a) ważny formularz, który należy zwrócić"
"importantletter","Was given an important letter which must be signed","Otrzymał(a) ważne pismo do podpisu"
"missingreadinglog","Was missing the reading log","Nie miał(a) rejestru przeczytanych pozycji"
"notattentive","Was not attentive in class","Nie uważał(a) podczas lekcji"
"inappropriatedressed","Was not dressed appropriately","Nie był(a) odpowiednio ubrany(-a)"
"notdressedpe","Was not dressed properly for P.E.","Nie był(a) odpowiednio ubrany(-a) na zajęcia WF"
"notpresentmakeup","Was not present in class and needs to complete make-up work","Opuścił(a) lekcję i musi nadrobić zaległości"
"gradingsheet-friday","Will have a grading sheet sent home Friday","W piątek otrzyma arkusz ocen do pokazania w domu"
"gradingsheet-monday","Will have a grading sheet sent home Monday","W poniedziałek otrzyma arkusz ocen do pokazania w domu"
"gradingsheet-nextfriday","Will have a grading sheet sent home next Friday","W przyszły piątek otrzyma arkusz ocen do pokazania w domu"
"gradingsheet-nextmonday","Will have a grading sheet sent home next Monday","W przyszły poniedziałek otrzyma arkusz ocen do pokazania w domu"
"gradingsheet-nextthursday","Will have a grading sheet sent home next Thursday","W przyszły czwartek otrzyma arkusz ocen do pokazania w domu"
"gradingsheet-nexttuesday","Will have a grading sheet sent home next Tuesday","W przyszły wtorek otrzyma arkusz ocen do pokazania w domu"
"gradingsheet-nextwednesday","Will have a grading sheet sent home next Wednesday","W przyszłą środę otrzyma arkusz ocen do pokazania w domu"
"gradingsheet-thursday","Will have a grading sheet sent home Thursday","W czwartek otrzyma arkusz ocen do pokazania w domu"
"gradingsheet-tuesday","Will have a grading sheet sent home Tuesday","We wtorek otrzyma arkusz ocen do pokazania w domu"
"gradingsheet-wednesday","Will have a grading sheet sent home Wednesday","W środę otrzyma arkusz ocen do pokazania w domu"
"reportcard-friday","Will have a report card sent home Friday","W piątek otrzyma wykaz postępów w nauce do pokazania w domu"
"reportcard-monday","Will have a report card sent home Monday","W poniedziałek otrzyma wykaz postępów w nauce do pokazania w domu"
"reportcard-nextfriday","Will have a report card sent home next Friday","W przyszły piątek otrzyma wykaz postępów w nauce do pokazania w domu"
"reportcard-nextmonday","Will have a report card sent home next Monday","W przyszły poniedziałek otrzyma wykaz postępów w nauce do pokazania w domu"
"reportcard-nextthursday","Will have a report card sent home next Thursday","W przyszły czwartek otrzyma wykaz postępów w nauce do pokazania w domu"
"reportcard-nexttuesday","Will have a report card sent home next Tuesday","W przyszły wtorek otrzyma wykaz postępów w nauce do pokazania w domu"
"reportcard-nextwednesday","Will have a report card sent home next Wednesday","W przyszłą środę otrzyma wykaz postępów w nauce do pokazania w domu"
"reportcard-thursday","Will have a report card sent home Thursday","W czwartek otrzyma wykaz postępów w nauce do pokazania w domu"
"reportcard-tuesday","Will have a report card sent home Tuesday","We wtorek otrzyma wykaz postępów w nauce do pokazania w domu"
"reportcard-wednesday","Will have a report card sent home Wednesday","W środę otrzyma wykaz postępów w nauce do pokazania w domu"
"inappropriateclothing","Wore inappropriate clothing","Był(a) nieodpowiednio ubrany(-a)"
"wrokedwell","Worked well with others on a team","Dobrze współpracuje z innymi w zespole"
"worksefficiently","Works efficiently","Pracuje wydajnie"
