"scorewell","Scored well on the test","Foi bem na prova"
"shared","Shared well with others","Cooperou bem com os outros"
"academicimprovement","Showed improvement in academic achievement","Mostrou melhora no desempenho acadêmico"
"behaviorimprovement","Showed improvement in behavior","Mostrou melhora no comportamento"
"improvement","Showed improvement in behavior and academic achievement","Mostrou melhora no comportamento e no desempenho acadêmico"
"slept","Slept in class today","Dormiu na sala de aula hoje"
"focused","Stays focused","Demonstra atenção"
"focusedorganized","Stays focused and organized","Demonstra atenção e organização"
"organized","Stays organized","Demonstra organização"
"goodnoted","Takes good notes","Faz boas anotações"
"mobile","Used a mobile phone or other electronic device inappropriately","Usou um telefone celular ou outro aparelho eletrônico inadequadamente"
"badlanguageclass","Used inappropriate language in class","Usou linguagem inadequada em sala de aula"
"badlanguagecampus","Used inappropriate language on campus","Usou linguagem inadequada na escola"
"profanityclass","Used profanity in class ","Falou palavras obscenas em sala de aula "
"profanitycampus","Used profanity on campus ","Falou palavras obscenas na escola "
"pleasureclass","Was a pleasure to have in class","Sua presença na sala de aula foi agradável"
"absent","Was absent","Faltou"
"absentmakeup","Was absent and needs to complete make up work","Faltou e precisa concluir trabalhos incompletos"
"assignedproject","Was assigned a project, please check the due date with your child","Tem um projeto novo. Favor verificar a data de entrega com o seu filho"
"assigneddetention","Was assigned detention","Ficou retido(a)"
"homeworkdue-friday","Was assigned homework that is due Friday","Tem dever de casa para sexta-feira"
"homeworkdue-monday","Was assigned homework that is due Monday","Tem dever de casa para segunda-feira"
"homeworkdue-nextfriday","Was assigned homework that is due next Friday","Tem dever de casa para a próxima sexta-feira"
"homeworkdue-nextmonday","Was assigned homework that is due next Monday","Tem dever de casa para a próxima segunda-feira"
"homeworkdue-nextthursday","Was assigned homework that is due next Thursday","Tem dever de casa para a próxima quinta-feira"
"homeworkdue-nexttuesday","Was assigned homework that is due next Tuesday","Tem dever de casa para a próxima terça-feira"
"homeworkdue-nextwednesday","Was assigned homework that is due next Wednesday","Tem dever de casa para a próxima quarta-feira"
"homeworkdue-thursday","Was assigned homework that is due Thursday","Tem dever de casa para quinta-feira"
"homeworkdue-tomorrow","Was assigned homework that is due tomorrow","Tem dever de casa para amanhã"
"homeworkdue-tuesday","Was assigned homework that is due Tuesday","Tem dever de casa para terça-feira"
"homeworkdue-wednesday","Was assigned homework that is due Wednesday","Tem dever de casa para quarta-feira"
"disrispectfulclassmates","Was disrespectful to classmates","Foi desrespeitoso com os colegas de classe"
"disrispectfulteacher","Was disrespectful to the teacher","Foi desrespeitoso com o(a) professor(a)"
"disruptiveevent","Was disruptive during a school event","Atrapalhou um evento da escola"
"disruptiveclass","Was disruptive in class","Atrapalhou a aula"
"disruptivefieldtrip","Was disruptive on the field trip","Atrapalhou a excursão escolar"
"classpresident","Was elected class president","Foi eleito presidente da sala de aula"
"homeworkassignment","Was given a homework assignment","Recebeu dever de casa"
"importantform","Was given an important form which must be returned","Recebeu um formulário importante que deve ser devolvido"
"importantletter","Was given an important letter which must be signed","Recebeu uma carta importante que deve ser assinada"
"missingreadinglog","Was missing the reading log","Não trouxe o registro de leitura"
"notattentive","Was not attentive in class","Não prestou atenção na aula"
"inappropriatedressed","Was not dressed appropriately","Não estava vestido de modo adequado"
"notdressedpe","Was not dressed properly for P.E.","Não estava vestido de modo adequado para educação física"
"notpresentmakeup","Was not present in class and needs to complete make-up work","Não esteve presente na aula e precisa fazer um trabalho para compensar"
"gradingsheet-friday","Will have a grading sheet sent home Friday","Receberá um relatório de classificação na sexta-feira"
"gradingsheet-monday","Will have a grading sheet sent home Monday","Receberá um relatório de classificação na segunda-feira"
"gradingsheet-nextfriday","Will have a grading sheet sent home next Friday","Receberá um relatório de classificação na próxima sexta-feira"
"gradingsheet-nextmonday","Will have a grading sheet sent home next Monday","Receberá um relatório de classificação na próxima segunda-feira"
"gradingsheet-nextthursday","Will have a grading sheet sent home next Thursday","Receberá um relatório de classificação na próxima quinta-feira"
"gradingsheet-nexttuesday","Will have a grading sheet sent home next Tuesday","Receberá um relatório de classificação na próxima terça-feira"
"gradingsheet-nextwednesday","Will have a grading sheet sent home next Wednesday","Receberá um relatório de classificação na próxima quarta-feira"
"gradingsheet-thursday","Will have a grading sheet sent home Thursday","Receberá um relatório de classificação na quinta-feira"
"gradingsheet-tuesday","Will have a grading sheet sent home Tuesday","Receberá um relatório de classificação na terça-feira"
"gradingsheet-wednesday","Will have a grading sheet sent home Wednesday","Receberá um relatório de classificação na quarta-feira"
"reportcard-friday","Will have a report card sent home Friday","Receberá um boletim na sexta-feira"
"reportcard-monday","Will have a report card sent home Monday","Receberá um boletim segunda-feira"
"reportcard-nextfriday","Will have a report card sent home next Friday","Receberá um boletim próxima sexta-feira"
"reportcard-nextmonday","Will have a report card sent home next Monday","Receberá um boletim próxima segunda-feira"
"reportcard-nextthursday","Will have a report card sent home next Thursday","Receberá um boletim próxima quinta-feira"
"reportcard-nexttuesday","Will have a report card sent home next Tuesday","Receberá um boletim próxima terça-feira"
"reportcard-nextwednesday","Will have a report card sent home next Wednesday","Receberá um boletim próxima quarta-feira"
"reportcard-thursday","Will have a report card sent home Thursday","Receberá um boletim quinta-feira"
"reportcard-tuesday","Will have a report card sent home Tuesday","Receberá um boletim terça-feira"
"reportcard-wednesday","Will have a report card sent home Wednesday","Receberá um boletim quarta-feira"
"inappropriateclothing","Wore inappropriate clothing","Usou roupas inadequadas"
"wrokedwell","Worked well with others on a team","Trabalhou bem em grupo"
"worksefficiently","Works efficiently","Trabalha com eficiência"
